Game,Date,Review,Hours Played,Recommendation,Helpful Votes,Processed_Review
730,2018-10-15,"The competitive Counter-Strike scene is at its peak. There’s more talent than ever in pro CS, which means that in order to pick the best players in the world you need clear, specific criteria. To make this ranking, a player must have competed in a number of top tier events—no player can be awarded top ten status for simply being incredible online. Almost by default, that means the player will be on a top team as well, which is the case for everyone on this list. I also decided to use roughly the past six months’ results for statistical comparison, with obviously more emphasis on recent performances, as they are most likely more indicative of these players’ current form.",2366.0,Recommended,693,competitive counter strike scene peak talent ever pro cs mean order pick best player world need clear specific criterion make ranking player must compete number top tier event player award top ten status simply incredible online almost default mean player top team well case everyone list also decide use roughly past six month result statistical comparison obviously emphasis recent performance likely indicative player current form
730,2021-12-23,𝙂𝙧𝙚𝙖𝙩 𝙂𝙖𝙢𝙚 𝘿𝙚𝙨𝙩𝙧𝙤𝙮 𝘽𝙮 𝘾𝙝𝙚𝙖𝙩𝙚𝙧𝙨,2894.4,Recommended,102,𝙂𝙧𝙚𝙖𝙩 𝙂𝙖𝙢𝙚 𝘿𝙚𝙨𝙩𝙧𝙤𝙮 𝘽𝙮 𝘾𝙝𝙚𝙖𝙩𝙚𝙧𝙨
730,2021-03-04,bring back csgo,3219.0,Not Recommended,166,bring back cs
730,2022-01-09,i like it so far,42.1,Recommended,206,like far
730,2021-04-24,The only game where you can shoot someone 3 times in the head and they kill you.,11.2,Recommended,987,game shoot someone time head kill
730,2015-01-15,Your self-esteem either dies in this game or it inflates to unbearable proportions.,1196.8,Recommended,2829,self esteem either dy game inflate unbearable proportion
730,2019-10-06,"Possibly the most addictive, frustrating and satisfying game I've ever played. You get a bad team, you're in for an hour of misery, get a good team and it's an hour of pure bliss, have a bad day an you hit everyone for -90, have a good day and your a ninja ghost warrior in the realms of the elite. I could have got another job for the amount of time i've spent on this game but every second was worth it...",1868.3,Recommended,313,possibly addictive frustrating satisfying game ever play get bad team hour misery get good team hour pure bliss bad day hit everyone good day ninja ghost warrior realm elite get another job amount time spend game every second worth
730,2019-06-06,"I probably won't have a popular opinion here but it is how I feel none the less.  I played CS a lot when it was first released as a mod for Half-life. I put hundreds of hours into both pub matches and matches with my friends in private servers. I stopped playing it at about the time that it was about to make the move to a retail product  Counter-strike as a franchise is something of a time capsule. It is a example of a late 90's shooter frozen in time that never really changes and that is probably what makes it both novel for the average gamer and important for the competitive scene that has formed around it (and taken control of it in a lot of ways).  Because a e-sports style competitive scene has formed around Counter-strike, it puts Valve in a difficult position because they can't really change anything without facing harsh resistance from the veteran players. Even minor visual changes are met with extreme criticism because they may upset the carefully cultivated meta.  It was not always like this. When I was playing, the idea of e-sports level competitive play was only just starting to manifest and thus it was more rare to find the ultra-competitive players who get wrapped up in memorizing spread patterns, researching dominant strategies and reading up on the established meta. A lot of players back then were just there because it was fun to play and had a huge playerbase (thus meaning that servers were always reasonably available).  Playing Counter-strike back then was not the commitment that it can be now. The overall behavior of the playerbase was different. You may have gotten the usual smack talk during a match but you did not have people telling you to do things exactly this certain way in order for the whole thing to play out like a E-sports match either (at least not in any great number).  Playing Counter-strike now is essentially a test to see how much you like getting pub-stomped by uber-experienced and ultra-competitive players. It is not a overly welcoming place for new players (though not everyone is negative to new players and some will help you out) and has a culture all of it's own. This culture will either be really cool to you or annoying as hell, there is not much room for anything in between.  If you want a competitive gaming experience that is largely shaped by the most competitive (and vocal) players. Counter-strike is for you. If you want something more like a typical modern shooter or something that is more casual, It's not the best place to start.  In the end, this is just a opinion, I understand that Counter-strike is going to be a different experience for different people. I know that I am probably a bit old and thus missed the competitive level gaming boat by a few years but that does not change the fact that I have played (and own) Counter-strike: Global offensive and the culture that has formed around that game is not something I can really get into. Your mileage (of course) may very.",1117.1,Recommended,207,probably popular opinion feel none less play cs lot first release mod half life put hundred hour pub match match friend private server stop play time make move retail product counter strike franchise something time capsule example late shooter freeze time never really change probably make novel average gamer important competitive scene form around take control lot way sport style competitive scene form around counter strike put valve difficult position really change anything without face harsh resistance veteran player even minor visual change meet extreme criticism may upset carefully cultivate meta always like play idea sport level competitive play start manifest thus rare find ultra competitive player get wrap memorize spread pattern research dominant strategy read establish meta lot player back fun play huge playerbase thus mean server always reasonably available play counter strike back commitment overall behavior playerbase different may get usual smack talk match people tell thing exactly certain way order whole thing play like sport match either least great number play counter strike essentially test see much like get pub stomp uber experience ultra competitive player overly welcoming place new player though everyone negative new player help culture culture either really cool annoy hell much room anything want competitive gaming experience largely shape competitive vocal player counter strike want something like typical modern shooter something casual best place start end opinion understand counter strike cs different experience different people know probably bit old thus miss competitive level game boat year change fact play counter strike global offensive culture form around game something really get mileage course may
730,2021-11-27,"Okay, the game is the number one first person shooter in the world. There are a lot of cheating players. A friend of mine has been cheating for 8 years and despite us reporting him, he hasn't been banned. He continues to play with his inventory of $28,000. Not only him, he and his friends play together. They also play on the FACEIT platform at level 9.  A huge community uses cheats and doesn't get banned. Their Steam profiles are +15 years old, I'm not even talking about CS badges, they have almost every badge that can be obtained since 2014. Let's talk about the trust factor, these players are 100% green factor (never tell me that the trust factor is unmeasurable, we've already gotten past that.) I want you to not believe that a player is not cheating by looking at their profile and gameplay.  Valve's anti-cheat software is really messed up. It has created an industry that will never end, cheat marketing. There are DMA cheats, core cheats and more. I know you're probably reading these articles with a laugh, if you don't believe me, just do some research, meet people, meet people you know, you'll dig deeper after a while.  Honestly, I can assure you that in a competitive game mode where you are playing alone, at least 2 out of 10 players are using external software and at least 1 is using external scripts (recoil). And yes, I am telling you these statistics without any data. I don't believe it. I just live it every day and understand it. Even if you have been watching Overwatch for years, you have to live in the moment to know if a cheater is cheating or not, watching a match history does not give you a clear picture of what is happening. No matter what you say, to catch a really good cheater, you have to be a better cheater than him.  Ignorance is bliss.  > ""Why should I trust you?"" - You don't have to trust what I say, I don't care who you are or what you say. If a person doesn't share what's inside them with others, their soul darkens. Because I like to tell everything honestly. I'm tired of this, you use cheats because of cheaters and it turns into a never ending vicious circle.  > ""What happens now?"" - The worst thing will happen. More cheaters, more players who can't stand losing to cheaters. And maybe you're like ""my friend who can enjoy the game he plays even if he loses to cheaters, I wish everyone was as happy as you.""  ＣＳ:ＧＯ　ｗａｓ　ａｌｗａｙｓ　ｂｅｔｔｅｒ．",1169.4,Not Recommended,404,okay game number one first person shooter world lot cheat player friend mine cheat year despite report ban continue play inventory friend play together also play faceit platform level huge community use cheat get ban steam profile year old even talk cs badge almost every badge obtain since let talk trust factor player green factor never tell trust factor unmeasurable already get past want believe player cheat look profile gameplay valve anti cheat software really mess create industry never end cheat marketing dma cheat core cheat know probably read article laugh believe research meet people meet people know dig deeper honestly assure competitive game mode play alone least player use external software least use external script recoil yes tell statistic without data believe live every day understand even watch overwatch year live moment know cheat cheat watch match history give clear picture happen matter say catch really good cheat good cheat ignorance bliss trust trust say care say person share inside others soul darken like tell everything honestly tire use cheat cheat turn never end vicious circle happen bad thing happen cheat player stand lose cheat maybe like friend enjoy game play even lose cheat wish everyone happy ｃｓ ｇｏ ｗａｓ ａｌｗａｙｓ ｂｅｔｔｅｒ
730,2022-08-12,Product received for free  ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠿⠿⠿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⠟⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢺⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠆⠜⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⠿⠿⠛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠻⣿⣿⣿⣿⣿ ⣿⣿⡏⠁⠀⠀⠀⠀⠀⣀⣠⣤⣤⣶⣶⣶⣶⣶⣦⣤⡄⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿ ⣿⣿⣷⣄⠀⠀⠀⢠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⡧⠇⢀⣤⣶⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣾⣮⣭⣿⡻⣽⣒⠀⣤⣜⣭⠐⢐⣒⠢⢰⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣏⣿⣿⣿⣿⣿⣿⡟⣾⣿⠂⢈⢿⣷⣞⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣽⣿⣿⣷⣶⣾⡿⠿⣿⠗⠈⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠻⠋⠉⠑⠀⠀⢘⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⣿⡿⠟⢹⣿⣿⡇⢀⣶⣶⠴⠶⠀⠀⢽⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⣿⣿⣿⡿⠀⠀⢸⣿⣿⠀⠀⠣⠀⠀⠀⠀⠀⡟⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿ ⣿⣿⣿⡿⠟⠋⠀⠀⠀⠀⠹⣿⣧⣀⠀⠀⠀⠀⡀⣴⠁⢘⡙⢿⣿⣿⣿⣿⣿⣿⣿⣿ ⠉⠉⠁⠀⠀⠀⠀⠀⠀⠀⠀⠈⠙⢿⠗⠂⠄⠀⣴⡟⠀⠀⡃⠀⠉⠉⠟⡿⣿⣿⣿⣿ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢷⠾⠛⠂⢹⠀⠀⠀⢡⠀⠀⠀⠀⠀⠙⠛⠿⢿,14.0,Recommended,650,product receive free
730,2022-04-25,Product received for free  if you want to cry play this game,770.4,Recommended,392,product receive free want cry play game
730,2023-09-11,Product received for free  Made me racist,498.6,Recommended,4956,product receive free make racist
730,2021-01-18,fun with toxic players :),3024.9,Recommended,535,fun toxic player
730,2020-03-20,good but please improve the vac banned system,2594.2,Recommended,315,good please improve vac ban system
730,2023-04-05,In your first game your teammates teach you to be racist and xenophobic but then people say that you don't learn anything from video games huh,793.7,Recommended,334,first game teammate teach racist xenophobic people say learn anything video game huh
730,2017-12-09,"You know when you're hitting on a girl and things are going really well and then during the conversation, she slides in the fact she has a boyfriend and you die a little bit on the inside. That's what this game feels like.",1493.7,Recommended,843,know hit girl thing cs really well conversation slide fact boyfriend die little bit inside game feel like
730,2024-11-10,"CounterStrike: Where the only thing more reliable than your terrible aim is the endless cheaters spinning around like they’re auditioning for Dancing with the Stars. You’ll learn real fast that the only thing more accurate than your gunshots are the cheaters aimbots, which somehow always seem to have perfect aim. But hey, at least you’ll get to experience the sweet, sweet thrill of a game where everything looks fine until you die in 0.1 seconds to someone who’s clearly not from this dimension. But don’t worry, Valve’s totally on it. I’m sure they’re working hard on that anti cheat system. Any day now. In the meantime, enjoy getting headshot by a guy who’s both floating and twerking through the map. 10/10 would totaly throw my keyboard across the room again.",1122.8,Recommended,368,counterstrike thing reliable terrible aim endless cheat spin around like audition dance star learn real fast thing accurate gunshot cheat aimbots somehow always seem perfect aim hey least get experience sweet sweet thrill game everything look fine die second someone clearly dimension worry valve totally sure work hard anti cheat system day meantime enjoy get headshot guy float twerking map totaly throw keyboard across room
730,2024-11-28,best game of the year,1750.8,Recommended,103,best game year
730,2015-02-13,"If i had a dollar for each time someone screamed at me in another language, i'd still have no money because i spent it on skins",776.8,Recommended,5005,dollar time someone scream another language still money spend skin
730,2023-09-28,"Don't get me wrong, I approve CS2, but removing CSGO entirely just makes me mad.  Update 26 Feb 2025: Still a downvote. CS2's Season 1 was ok, but Season 2's premier matchmaking is completely broken.  First there's been a lot of troubles for players to queue up with their friends. And Valve's logic: Friends can't play together because their ranks are too far apart, yet when you solo Q you are teamed up with 2 4K's and 1 12K.  Then ranks don't mean much anymore (they really need to be re-calibrated manually, probably). When you go solo Q, you are teamed up with 1 unranked, a 5k player, a 9k and a 11k, I mean, what the f***? And the enemy team has 3 11k's, and 2 9k's.  Then on your team, the ""high ranked"" players may have good aim but have no game sense. Others ""good players"" don't know that they can sell his gun when others drop. Then the lower ranked ones may have a godlike reaction time but are clueless about the map. The unranked (usually come with a mate of them) usually take the enemy's AWP but keep it for themselves instead of giving it to the team leader who's been playing excellently with that gun. Others don't even know that they have to plant the bomb xD.  You get the picture.",5410.9,Not Recommended,4932,get wrong approve cs remove cs entirely make mad update feb still downvote cs season ok season premier matchmaking completely break first lot trouble player queue friend valve logic friend play together rank far apart yet solo team 4k 12k rank mean much anymore really need calibrate manually probably cs solo team unranked 5k player 9k 11k mean enemy team 11k 9k team high rank player may good aim game sense others good player know sell gun others drop low ranked one may godlike reaction time clueless map unranked usually come mate usually take enemy awp keep instead give team leader play excellently gun others even know plant bomb xd get picture
730,2015-10-03,"In this guide I will teach you how to play with russians , so here we go!!! 1) If your teammate did something wrong say -Ty dolbaeb? 2) If your teammate did something good say - Krasava! 3) If you won clutch round -sosat suka sosat 4) Lets rush b - idem rush b nahui (same for A/mid) 5) If something went wrong - pizdec 6) Give drop (politely) - dai drop pliz 7) Give drop (rude) - dai drop ili dam pizdi 8) I'm going to save - ja seivit' 9) If someone in other team plays good -pizdec cheater 10) Go eco guys, lets win next round with gun -eco odin raund a potom pizdi dadim s devaisami 11) When you win - GG izi 12) I'm from Russian - ja iz Rossii 13) American - pendosi 14) If you want to kick someone - kick etogo pidara 15) If teammates are thinking that you are bad -blyat pacani lagaet sorry 16) Polish - Kur.a 17) First Contact with russians - Cy.ka Bl.yat Idi Nahui You can add ""nahui"" to every phrase. Now you can play with russians and understand them.",1970.7,Recommended,4264,guide teach play russian cs teammate something wrong say ty dolbaeb teammate something good say krasava clutch round sosat suka sosat let rush idem rush nahui mid something cs wrong pizdec give drop politely dai drop pliz give drop rude dai drop ili dam pizdi cs save ja seivit someone team play good pizdec cheat cs eco guy let win next round gun eco odin raund potom pizdi dadim devaisami win gg izi russian ja iz rossii american pendosi want kick someone kick etogo pidara teammate think bad blyat pacani lagaet sorry polish kur first contact russian cy ka bl yat idi nahui add nahui every phrase play russian understand
730,2014-02-27,you either die a noob or live long enough to get called a hacker,2121.8,Recommended,15653,either die noob live long enough get call hacker
730,2015-08-01,IQ tests should be mandatory before being able to play matchmaking,3542.4,Recommended,7679,iq test mandatory able play matchmaking
730,2018-10-01,"2.7 million reviews as of writing this. lol  Been playing Counter-Strike since 1.5 that came out in 2002. For some of us it has a lot of memories and childhood nostalgia. To keep it short yes, I would recommend to see what all the fuss is about if you haven't already.  To try and write something useful here is my advice to you, new player, if you want to improve:  * It's alright you suck, CS:GO is a highly highly skill based game, don't sweat it. If you're not having fun sucking, though, you should probably quit. There will be a lot of sucking and it's OK to rage sometimes, but if it's constant no fun just move on  * Get a good mouse specifically for first-person shooters. No, that Razer Naga you play World of Warcraft with won't do. Google 'Rocket Jump Ninja mice' for good recommendations from a 19+ years Quake player  * Alongside the mouse, REALLY I mean REALLY spend the time to find your mouse sensitivity. It is worth it. There are plenty of guides to google  * have a MINIMUM of 60 FPS, otherwise you're really gimping yourself. Personally I wouldn't play without at least a steady 100  * No, you don't need a 144Hz monitor, I reached Global (highest official rank) perfectly fine without it. It is nice though if you can afford it  * As with anything, consistency and practice is key. The other rarely mentioned but just as important thing, though, is TAKE BREAKS. If you feel burnt out just play something else. It's fine. You will come back fresh and ready to improve  * If you won, but didn't improve - you lost. If you lost, but you improved - you won. Have this mindset and your results will take care of themselves  * SoloQ is really as any other game, if you have a hard time handling negativity this also might not be for you. I personally just mute any sort of toxicity and that works for me  * Get a PRIME account (reach lvl 21) ASAP and only play with it enabled when possible. The increase in game quality is noticable  Good luck!",1722.0,Recommended,369,million review write lol play counter strike since come lot memory childhood nostalgia keep short yes recommend see fuss already try write something useful advice new player want improve alright suck cs cs highly highly skill base game sweat fun suck though probably quit lot suck ok rage sometimes constant fun move get good mouse specifically first person shooter razer naga play world warcraft google rocket jump ninja mouse good recommendation year quake player alongside mouse really mean really spend time find mouse sensitivity worth plenty guide google minimum fps otherwise really gimp personally play without least steady need 144hz monitor reach global high official rank perfectly fine without nice though afford anything consistency practice key rarely mention important thing though take break feel burnt play something else fine come back fresh ready improve improve lose lose improve mindset result take care soloq really game hard time handle negativity also might personally mute sort toxicity work get prime account reach lvl asap play enable possible increase game quality noticable good luck
730,2018-12-07,Hi valve just wondering now that csgo is free to play is it possible that you could reward those that have originally purchased the game.😀😁😁😁😁😀😀😀😀😀😀  for those idiots who cant read im not asking for no refund im simply saying maybe they should give us a free key or a nice skin as a reward  sorry comments are now disabled since all the toxic ♥♥♥♥♥ in the comments and was getting bored of deleting comments,634.2,Recommended,10389,hi valve wonder cs free play possible reward originally purchase game idiot cant read im ask refund im simply say maybe give free key nice skin reward sorry comment disable since toxic comment get bore delete comment
730,2023-09-27,Return CS:GO,3017.5,Not Recommended,655,return cs cs
730,2017-02-03,n1,13402.6,Recommended,126,n1
730,2023-10-22,"Removed working game with fun game modes and replaced with unfinished game. Removed all my achievements, the chickens dont follow you anymore, and there's no more war games. Its all just competitive bs and no fun.",847.7,Not Recommended,1418,remove working game fun game mode replace unfinished game remove achievement chicken dont follow anymore war game competitive b fun
730,2020-12-29,"Product received for free  Quite difficult to keep up with all the young rapscallions that play this colourised video game but still enjoyable, especially with my grandson.",51.7,Recommended,304,product receive free quite difficult keep young rapscallion play colourised video game still enjoyable especially grandson
730,2017-12-26,"Do you like to argue with random people on your team? Do you want to learn how to speak simple yet essential Russian phrases? Do you like to dress up your guns with flashy yet useless skins? Of course you do, so hurry up get this game and either drop it after a week or play for an eternity.",1026.1,Recommended,383,like argue random people team want learn speak simple yet essential russian phrase like dress gun flashy yet useless skin course hurry get game either drop week play eternity
730,2021-03-21,"Things i gave to Counter - Strike : 1. Money 2. Time 3. Love  Things Counter - Strike gave me : 1. Arthritis 2. Rage 3. R*tarded Russian, Hungarian and Russian kids 4. R*tarded teammates 5. Broken keyboard 6. Broken mouse 7. 9/10 ready 8. Server crashes 9. ""Ez Pz , Noobs"" spam 10. Lag 11. Cheaters 12. 64 tick servers  Essentially - CS is a greedy woman , but i love her all the time.",1327.6,Recommended,538,thing give counter strike money time love thing counter strike give arthritis rage tarded russian hungarian russian kid tarded teammate broken keyboard broken mouse ready server crash ez pz noobs spam lag cheat tick server essentially cs greedy woman love time
730,2023-08-20,"Unemployed middle age boomers, russian speaking kids, war criminals and no lifers all together in one game. Perfect if you are from balkans tho if you are poor i dont recommend due to the game causing anger issues and you might brake your monitor or smth. 10/10",265.4,Recommended,359,unemployed middle age boomer russian speak kid war criminal lifer together one game perfect balkan tho poor dont recommend due game cause anger issue might brake monitor smth
730,2020-11-25,I created this sentence review for the Steam 2020 Awards.,3877.7,Recommended,1077,create sentence review steam award
730,2020-09-09,Until I played CS I never knew people could have a 0 ms reaction time. I also never knew global elites looking at the ground could flick up and kill you every time.,585.8,Recommended,232,play cs never know people m reaction time also never know global elite look ground flick kill every time
730,2017-09-21,Great game without any bugs.,7074.6,Recommended,196,great game without bug
730,2014-08-08,I play CS:GO since Novemeber 2013 and it's one of the best Counter Strike's made. I played nearly 10 years CS:S and it was hard to get into the new CS but its worth. Pretty good game :),21074.3,Recommended,1104,play cs cs since novemeber one best counter strike make play nearly year cs hard get new cs worth pretty good game
730,2018-06-22,Quality game with some not so quality people,828.3,Recommended,265,quality game quality people
730,2023-09-28,"What was the point of releasing this? A large amount of features and modes that were in CS:GO are just gone. War Games and most of its associated maps are removed. All of the local T's/CT's are missing, even the ones they remade for Dust2 and Nuke a while back. Danger Zone, the mode they added before they went Free-to-Play is also just gone. The load-out system is odd and a bit pointless - why would I ever use the PP-Bizon or Sawed-Off over any other SMG or shotgun? It just made these guns you would buy on a whim utterly useless since they now take a slot where an objectively better gun could've been. The M249 has now become even more redundant. Also, any previously downloaded matches are gone, so now you can no longer watch them. Isn't this game supposed to be a sequel/upgrade to CS:GO? Why are there ZERO new maps/weapons? I'm sure in time they'll add back some of the missing things I complained about since Baggage is literally featured in a screenshot on the store page, but for now, it's seriously lacking.  4 months later - Arms Race is back with a whopping TWO MAPS!",603.5,Not Recommended,1898,point release large amount feature mode cs cs cs war game associate map remove local ct miss even one remake dust2 nuke back danger zone mode add cs free play also cs load system odd bit pointless ever use pp bizon saw smg shotgun make gun buy whim utterly useless since take slot objectively well gun m249 become even redundant also previously download match cs longer watch game suppose sequel upgrade cs cs zero new map weapon sure time add back missing thing complain since baggage literally feature screenshot store page seriously lack month later arm race back whopping two map
730,2020-03-21,"CS:GO Is a very competetive, and fun game when you're not playing against hackers, but while playing with friends you have a great time no matter what, I highly recommend this game for competetive games and even the community servers, such as surf, and b-hop maps.",4214.2,Recommended,313,cs cs competetive fun game play hacker play friend great time matter highly recommend game competetive game even community server surf hop map
730,2017-11-09,"Things i gave to Counter - Strike : 1. Money 2. Time 3. Love  Things Counter - Strike gave me : 1. Arthritis 2. Rage 3. R*tarded Russian, Hungarian and Russian kids 4. R*tarded teammates 5. Broken keyboard 6. Broken mouse 7. 9/10 ready 8. Server crashes 9. ""Ez Pz , Noobs"" spam 10. Lag 11. Cheaters 12. 64 tick servers  Essentially - CS is a greedy woman, but i love her all the time.",2359.2,Recommended,875,thing give counter strike money time love thing counter strike give arthritis rage tarded russian hungarian russian kid tarded teammate broken keyboard broken mouse ready server crash ez pz noobs spam lag cheat tick server essentially cs greedy woman love time
730,2021-12-15,"The game is fun. buuut, you will prob go against 1-2 cheaters a day if you play alot, the game is good, but would be better if they had a working anticheat",1051.5,Recommended,253,game fun buuut prob cs cheat day play alot game good good working anticheat
730,2024-03-23,I love being called racial slurs online,49.2,Recommended,299,love call racial slur online
730,2022-06-18,- Wake up - Shower - CSGO - Miss sniper shot - Loose competitive game - Look at skins - Cry because can't afford skins - Go sleep - Repeat,171.5,Recommended,500,wake shower cs miss sniper shot loose competitive game look skin cry afford skin cs sleep repeat
730,2020-01-03,Got called racial slurs. Constantly sworn at. Made fun of my weak english. Got ask to go back to China. Got silver 1 as first rank.  10/10 Would Play Again.,301.2,Recommended,173,get call racial slur constantly swear make fun weak english get ask cs back china get silver first rank play
730,2023-03-05,"Here I will leave the cat, friends who pass by can pet it and give it a thumbs up ／＞　　フ | 　_　 _ l ／` ミ＿xノ /　　　 　 | /　 ヽ　　 ﾉ │　　|　|　| ／￣|　　 |　|　| | (￣ヽ＿_ヽ_)__) ＼二つ",178.0,Recommended,2811,leave cat friend pass pet give thumb xノ _ヽ_ __ 二つ
730,2021-09-28,"This game is really cool, after those updates its more playable then before, nice to see how the developers improve this game and want players to stay with them, its really cool game, i reached supreme and has more then 730+ wins, i meet alot of ppl, and some of them are actually my friends, i can say, thanksfully this game i got another chance in life, thanks.  I be appreciate some award as points or smth.. LUV",2669.4,Recommended,556,game really cool update playable nice see developer improve game want player stay really cool game reach supreme win meet alot ppl actually friend say thanksfully game get another chance life thanks appreciate award point smth luv
730,2017-06-01,"- - -[ Audience: ] - - - ☐ Your Mom probably would enjoy this ☐ Kids ☐ Everyone ☑ Everyone except kids ☑ Casual players ☑ Pro players ☑ People who plan to take one game and make it their life  - - - [ Graphics/Animation: ] - - -  ☐ I want to poor bleach in my eyes ☐ MS-DOS ☐ Bad, but playable. ☑ Decent ☐ Good ☐ Beautiful ☐ You forget what reality is  ---[ Price: ]--- ☑ Free ☐ Buy now ☐ Worth the price ☐ Wait for sale ☐ Maybe if you have some spare money left ☐ Do not buy it ☐ Do not throw money into a trash can  - - - [ Requirements: ] - - -  ☑ Minimum ☐ Medium ☐ High end ☐ NASA computer  - - - [ Difficulty: ] - - -  ☑ Easy ☐ Easy to learn / Hard to master ☑ Average (Depends on the difficulty set) ☐ Significant brain usage ☐ Only the best of the best can complete this game  ---{Grind}--- ☑ Nothing ☑ Only if you care about leaderboards/ranks ☐ Isn't necessary to progress ☐ Average grind level ☐ A bit grindy...sometimes ☐ Practically a full time job  - - - [ Story] - - -  ☑ Only gameplay, doesn't include a story. ☐ There is a story, but most of the game is focused on gameplay. ☐ Better than nothing I suppose... ☐ Average. ☐ Decent. ☐ Amazing! ☐ It‘ll replace your life  - - - [ Bugs ] - - -  ☐ Game itself is one big BUG ☐ Lot of bugs (Can get annoying) ☑ Few Bugs ☐ You can use them for speedrun ☐ Nothing (I've seen)  ---[ Game Time ]--- ☐ Long enough for a cup of tea ☐ Short ☐ Not too short ☑ Depends on you ☐ Long ☐ Very Long ☑ Endless  - - - [ Enjoyment ] - - - ☐ One long, tedious grind ☐ Better than mobile ☐ Fun at first, but gets old quick ☐ Consistently fun ☑ Can't stop playing, even though I should be finished.",2203.5,Recommended,514,audience mom probably enjoy kid everyone everyone except kid casual player pro player people plan take one game make life graphic animation want poor bleach eye ms dos bad playable decent good beautiful forget reality price free buy worth price wait sale maybe spare money leave buy throw money trash requirement minimum medium high end nasa computer difficulty easy easy learn hard master average depends difficulty set significant brain usage best best complete game grind nothing care leaderboards rank necessary progress average grind level bit grindy sometimes practically full time job story gameplay include story story game focus gameplay well nothing suppose average decent amaze replace life bug game one big bug lot bug get annoy bug use speedrun nothing see game time long enough cup tea short short depend long long endless enjoyment one long tedious grind well mobile fun first get old quick consistently fun stop play even though finish
730,2024-06-04,"Uninstalling. I've been playing CS since 1.3. I played them all, 1.5 1.6, go, and now cs2. Incredible game, but the competitive scene is full of hackers, not only blatant ones, but also sudden. I have incredible reputation, old account, lots of reviews, and valve keeps matching me with 50 hours old accounts. Ridiculous. Matchmaking is BROKEN. I'm not enjoying any match since my brain goes, ""he must be hacking"" every 1 minute. BYE",2112.5,Not Recommended,589,uninstalling play cs since play cs cs incredible game competitive scene full hacker blatant one also sudden incredible reputation old account lot review valve keep match hour old account ridiculous matchmaking break enjoy match since brain cs must hack every minute bye
